feature,importance,fold
ACTIVE_MONTHS_BALANCE_SIZE_MEAN,113,4
ACTIVE_MONTHS_BALANCE_SIZE_SUM,63,4
CLOSED_DAYS_CREDIT_MIN,137,4
CLOSED_DAYS_CREDIT_MAX,342,4
CLOSED_DAYS_CREDIT_MEAN,138,4
CLOSED_DAYS_CREDIT_VAR,275,4
CLOSED_DAYS_CREDIT_ENDDATE_MIN,142,4
CLOSED_DAYS_CREDIT_ENDDATE_MAX,329,4
CLOSED_DAYS_CREDIT_ENDDATE_MEAN,145,4
CLOSED_DAYS_CREDIT_UPDATE_MEAN,248,4
CLOSED_CREDIT_DAY_OVERDUE_MAX,0,4
CLOSED_CREDIT_DAY_OVERDUE_MEAN,0,4
CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,170,4
CLOSED_AMT_CREDIT_SUM_MAX,188,4
CLOSED_AMT_CREDIT_SUM_MEAN,305,4
CLOSED_AMT_CREDIT_SUM_SUM,209,4
CLOSED_AMT_CREDIT_SUM_DEBT_MAX,43,4
CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,27,4
CLOSED_AMT_CREDIT_SUM_DEBT_SUM,17,4
CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,0,4
CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,12,4
CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,8,4
CLOSED_AMT_ANNUITY_MAX,75,4
CLOSED_AMT_ANNUITY_MEAN,44,4
CLOSED_CNT_CREDIT_PROLONG_SUM,1,4
CLOSED_MONTHS_BALANCE_MIN_MIN,42,4
CLOSED_MONTHS_BALANCE_MAX_MAX,20,4
CLOSED_MONTHS_BALANCE_SIZE_MEAN,90,4
CLOSED_MONTHS_BALANCE_SIZE_SUM,60,4
PREV_AMT_ANNUITY_MIN,162,4
PREV_AMT_ANNUITY_MAX,174,4
PREV_AMT_ANNUITY_MEAN,269,4
PREV_AMT_APPLICATION_MIN,69,4
PREV_AMT_APPLICATION_MAX,76,4
PREV_AMT_APPLICATION_MEAN,144,4
PREV_AMT_CREDIT_MIN,109,4
PREV_AMT_CREDIT_MAX,93,4
PREV_AMT_CREDIT_MEAN,158,4
PREV_APP_CREDIT_PERC_MIN,241,4
PREV_APP_CREDIT_PERC_MAX,143,4
PREV_APP_CREDIT_PERC_MEAN,218,4
PREV_APP_CREDIT_PERC_VAR,244,4
PREV_AMT_DOWN_PAYMENT_MIN,80,4
PREV_AMT_DOWN_PAYMENT_MAX,152,4
PREV_AMT_DOWN_PAYMENT_MEAN,113,4
PREV_AMT_GOODS_PRICE_MIN,111,4
PREV_AMT_GOODS_PRICE_MAX,45,4
PREV_AMT_GOODS_PRICE_MEAN,102,4
PREV_HOUR_APPR_PROCESS_START_MIN,53,4
PREV_HOUR_APPR_PROCESS_START_MAX,95,4
PREV_HOUR_APPR_PROCESS_START_MEAN,186,4
PREV_RATE_DOWN_PAYMENT_MIN,73,4
PREV_RATE_DOWN_PAYMENT_MAX,84,4
PREV_RATE_DOWN_PAYMENT_MEAN,120,4
PREV_DAYS_DECISION_MIN,134,4
PREV_DAYS_DECISION_MAX,244,4
PREV_DAYS_DECISION_MEAN,182,4
PREV_CNT_PAYMENT_MEAN,357,4
PREV_CNT_PAYMENT_SUM,89,4
PREV_NAME_CONTRACT_TYPE_Cashloans_MEAN,48,4
PREV_NAME_CONTRACT_TYPE_Consumerloans_MEAN,30,4
PREV_NAME_CONTRACT_TYPE_Revolvingloans_MEAN,39,4
PREV_NAME_CONTRACT_TYPE_XNA_MEAN,0,4
PREV_NAME_CONTRACT_TYPE_nan_MEAN,0,4
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,117,4
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,136,4
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,93,4
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,53,4
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,122,4
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,54,4
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,95,4
PREV_WEEKDAY_APPR_PROCESS_START_nan_MEAN,0,4
PREV_FLAG_LAST_APPL_PER_CONTRACT_N_MEAN,0,4
PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,1,4
PREV_FLAG_LAST_APPL_PER_CONTRACT_nan_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Buildingahouseoranannex_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Businessdevelopment_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Buyingagarage_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Buyingaholidayhomeland_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Buyingahome_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Buyinganewcar_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Buyingausedcar_MEAN,1,4
PREV_NAME_CASH_LOAN_PURPOSE_Carrepairs_MEAN,6,4
PREV_NAME_CASH_LOAN_PURPOSE_Education_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Everydayexpenses_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Furniture_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Gasificationwatersupply_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Hobby_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Journey_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Medicine_MEAN,23,4
PREV_NAME_CASH_LOAN_PURPOSE_Moneyforathirdperson_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,18,4
PREV_NAME_CASH_LOAN_PURPOSE_Paymentsonotherloans_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Purchaseofelectronicequipment_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Refusaltonamethegoal_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,15,4
PREV_NAME_CASH_LOAN_PURPOSE_Urgentneeds_MEAN,29,4
PREV_NAME_CASH_LOAN_PURPOSE_Weddinggiftholiday_MEAN,0,4
PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,4,4
PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,86,4
PREV_NAME_CASH_LOAN_PURPOSE_nan_MEAN,0,4
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,101,4
PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,83,4
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,153,4
PREV_NAME_CONTRACT_STATUS_Unusedoffer_MEAN,7,4
PREV_NAME_CONTRACT_STATUS_nan_MEAN,0,4
PREV_NAME_PAYMENT_TYPE_Cashthroughthebank_MEAN,77,4
PREV_NAME_PAYMENT_TYPE_Cashlessfromtheaccountoftheemployer_MEAN,0,4
PREV_NAME_PAYMENT_TYPE_Noncashfromyouraccount_MEAN,3,4
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,71,4
PREV_NAME_PAYMENT_TYPE_nan_MEAN,0,4
PREV_CODE_REJECT_REASON_CLIENT_MEAN,1,4
PREV_CODE_REJECT_REASON_HC_MEAN,52,4
PREV_CODE_REJECT_REASON_LIMIT_MEAN,40,4
PREV_CODE_REJECT_REASON_SCO_MEAN,70,4
PREV_CODE_REJECT_REASON_SCOFR_MEAN,15,4
PREV_CODE_REJECT_REASON_SYSTEM_MEAN,0,4
PREV_CODE_REJECT_REASON_VERIF_MEAN,13,4
PREV_CODE_REJECT_REASON_XAP_MEAN,48,4
PREV_CODE_REJECT_REASON_XNA_MEAN,2,4
PREV_CODE_REJECT_REASON_nan_MEAN,0,4
PREV_NAME_TYPE_SUITE_Children_MEAN,11,4
PREV_NAME_TYPE_SUITE_Family_MEAN,98,4
PREV_NAME_TYPE_SUITE_Groupofpeople_MEAN,4,4
PREV_NAME_TYPE_SUITE_Other_A_MEAN,10,4
PREV_NAME_TYPE_SUITE_Other_B_MEAN,4,4
PREV_NAME_TYPE_SUITE_Spousepartner_MEAN,41,4
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,215,4
PREV_NAME_TYPE_SUITE_nan_MEAN,187,4
PREV_NAME_CLIENT_TYPE_New_MEAN,94,4
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,122,4
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,98,4
PREV_NAME_CLIENT_TYPE_XNA_MEAN,0,4
PREV_NAME_CLIENT_TYPE_nan_MEAN,0,4
PREV_NAME_GOODS_CATEGORY_AdditionalService_MEAN,0,4
PREV_NAME_GOODS_CATEGORY_Animals_MEAN,0,4
PREV_NAME_GOODS_CATEGORY_AudioVideo_MEAN,48,4
PREV_NAME_GOODS_CATEGORY_AutoAccessories_MEAN,10,4
PREV_NAME_GOODS_CATEGORY_ClothingandAccessories_MEAN,17,4
PREV_NAME_GOODS_CATEGORY_Computers_MEAN,36,4
PREV_NAME_GOODS_CATEGORY_ConstructionMaterials_MEAN,21,4
PREV_NAME_GOODS_CATEGORY_ConsumerElectronics_MEAN,52,4
PREV_NAME_GOODS_CATEGORY_DirectSales_MEAN,0,4
PREV_NAME_GOODS_CATEGORY_Education_MEAN,0,4
PREV_NAME_GOODS_CATEGORY_Fitness_MEAN,0,4
PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,41,4
PREV_NAME_GOODS_CATEGORY_Gardening_MEAN,16,4
PREV_NAME_GOODS_CATEGORY_Homewares_MEAN,1,4
PREV_NAME_GOODS_CATEGORY_HouseConstruction_MEAN,0,4
PREV_NAME_GOODS_CATEGORY_Insurance_MEAN,0,4
PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN,8,4
PREV_NAME_GOODS_CATEGORY_MedicalSupplies_MEAN,0,4
PREV_NAME_GOODS_CATEGORY_Medicine_MEAN,0,4
PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,79,4
PREV_NAME_GOODS_CATEGORY_OfficeAppliances_MEAN,0,4
PREV_NAME_GOODS_CATEGORY_Other_MEAN,2,4
PREV_NAME_GOODS_CATEGORY_PhotoCinemaEquipment_MEAN,54,4
PREV_NAME_GOODS_CATEGORY_SportandLeisure_MEAN,38,4
PREV_NAME_GOODS_CATEGORY_Tourism_MEAN,0,4
PREV_NAME_GOODS_CATEGORY_Vehicles_MEAN,2,4
PREV_NAME_GOODS_CATEGORY_Weapon_MEAN,0,4
PREV_NAME_GOODS_CATEGORY_XNA_MEAN,33,4
PREV_NAME_GOODS_CATEGORY_nan_MEAN,0,4
PREV_NAME_PORTFOLIO_Cards_MEAN,43,4
PREV_NAME_PORTFOLIO_Cars_MEAN,0,4
PREV_NAME_PORTFOLIO_Cash_MEAN,73,4
PREV_NAME_PORTFOLIO_POS_MEAN,48,4
PREV_NAME_PORTFOLIO_XNA_MEAN,54,4
PREV_NAME_PORTFOLIO_nan_MEAN,0,4
PREV_NAME_PRODUCT_TYPE_XNA_MEAN,76,4
PREV_NAME_PRODUCT_TYPE_walkin_MEAN,61,4
PREV_NAME_PRODUCT_TYPE_xsell_MEAN,83,4
PREV_NAME_PRODUCT_TYPE_nan_MEAN,0,4
PREV_CHANNEL_TYPE_APCashloan_MEAN,56,4
PREV_CHANNEL_TYPE_Cardealer_MEAN,0,4
PREV_CHANNEL_TYPE_Channelofcorporatesales_MEAN,52,4
PREV_CHANNEL_TYPE_Contactcenter_MEAN,63,4
PREV_CHANNEL_TYPE_Countrywide_MEAN,104,4
PREV_CHANNEL_TYPE_Creditandcashoffices_MEAN,114,4
PREV_CHANNEL_TYPE_RegionalLocal_MEAN,38,4
PREV_CHANNEL_TYPE_Stone_MEAN,102,4
PREV_CHANNEL_TYPE_nan_MEAN,0,4
PREV_NAME_SELLER_INDUSTRY_Autotechnology_MEAN,22,4
PREV_NAME_SELLER_INDUSTRY_Clothing_MEAN,8,4
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,145,4
PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,13,4
PREV_NAME_SELLER_INDUSTRY_Consumerelectronics_MEAN,85,4
PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,23,4
PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,9,4
PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN,0,4
PREV_NAME_SELLER_INDUSTRY_MLMpartners_MEAN,0,4
PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN,0,4
PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,48,4
PREV_NAME_SELLER_INDUSTRY_nan_MEAN,0,4
PREV_NAME_YIELD_GROUP_XNA_MEAN,106,4
PREV_NAME_YIELD_GROUP_high_MEAN,192,4
PREV_NAME_YIELD_GROUP_low_action_MEAN,105,4
PREV_NAME_YIELD_GROUP_low_normal_MEAN,115,4
PREV_NAME_YIELD_GROUP_middle_MEAN,121,4
PREV_NAME_YIELD_GROUP_nan_MEAN,0,4
PREV_PRODUCT_COMBINATION_CardStreet_MEAN,41,4
PREV_PRODUCT_COMBINATION_CardXSell_MEAN,28,4
PREV_PRODUCT_COMBINATION_Cash_MEAN,61,4
PREV_PRODUCT_COMBINATION_CashStreethigh_MEAN,48,4
PREV_PRODUCT_COMBINATION_CashStreetlow_MEAN,111,4
PREV_PRODUCT_COMBINATION_CashStreetmiddle_MEAN,29,4
PREV_PRODUCT_COMBINATION_CashXSellhigh_MEAN,74,4
PREV_PRODUCT_COMBINATION_CashXSelllow_MEAN,140,4
PREV_PRODUCT_COMBINATION_CashXSellmiddle_MEAN,36,4
PREV_PRODUCT_COMBINATION_POShouseholdwithinterest_MEAN,87,4
PREV_PRODUCT_COMBINATION_POShouseholdwithoutinterest_MEAN,24,4
PREV_PRODUCT_COMBINATION_POSindustrywithinterest_MEAN,54,4
PREV_PRODUCT_COMBINATION_POSindustrywithoutinterest_MEAN,12,4
PREV_PRODUCT_COMBINATION_POSmobilewithinterest_MEAN,62,4
PREV_PRODUCT_COMBINATION_POSmobilewithoutinterest_MEAN,4,4
PREV_PRODUCT_COMBINATION_POSotherwithinterest_MEAN,10,4
PREV_PRODUCT_COMBINATION_POSotherswithoutinterest_MEAN,0,4
PREV_PRODUCT_COMBINATION_nan_MEAN,0,4
APPROVED_AMT_ANNUITY_MIN,138,4
APPROVED_AMT_ANNUITY_MAX,130,4
APPROVED_AMT_ANNUITY_MEAN,242,4
APPROVED_AMT_APPLICATION_MIN,147,4
APPROVED_AMT_APPLICATION_MAX,94,4
APPROVED_AMT_APPLICATION_MEAN,102,4
APPROVED_AMT_CREDIT_MIN,163,4
APPROVED_AMT_CREDIT_MAX,152,4
APPROVED_AMT_CREDIT_MEAN,73,4
APPROVED_APP_CREDIT_PERC_MIN,140,4
APPROVED_APP_CREDIT_PERC_MAX,117,4
APPROVED_APP_CREDIT_PERC_MEAN,148,4
APPROVED_APP_CREDIT_PERC_VAR,243,4
APPROVED_AMT_DOWN_PAYMENT_MIN,61,4
APPROVED_AMT_DOWN_PAYMENT_MAX,194,4
APPROVED_AMT_DOWN_PAYMENT_MEAN,116,4
APPROVED_AMT_GOODS_PRICE_MIN,132,4
APPROVED_AMT_GOODS_PRICE_MAX,42,4
APPROVED_AMT_GOODS_PRICE_MEAN,78,4
APPROVED_HOUR_APPR_PROCESS_START_MIN,72,4
APPROVED_HOUR_APPR_PROCESS_START_MAX,96,4
APPROVED_HOUR_APPR_PROCESS_START_MEAN,168,4
APPROVED_RATE_DOWN_PAYMENT_MIN,60,4
APPROVED_RATE_DOWN_PAYMENT_MAX,93,4
APPROVED_RATE_DOWN_PAYMENT_MEAN,92,4
APPROVED_DAYS_DECISION_MIN,140,4
APPROVED_DAYS_DECISION_MAX,304,4
APPROVED_DAYS_DECISION_MEAN,191,4
APPROVED_CNT_PAYMENT_MEAN,474,4
APPROVED_CNT_PAYMENT_SUM,225,4
REFUSED_AMT_ANNUITY_MIN,120,4
REFUSED_AMT_ANNUITY_MAX,68,4
REFUSED_AMT_ANNUITY_MEAN,59,4
REFUSED_AMT_APPLICATION_MIN,57,4
REFUSED_AMT_APPLICATION_MAX,44,4
REFUSED_AMT_APPLICATION_MEAN,71,4
REFUSED_AMT_CREDIT_MIN,113,4
REFUSED_AMT_CREDIT_MAX,40,4
REFUSED_AMT_CREDIT_MEAN,68,4
REFUSED_APP_CREDIT_PERC_MIN,75,4
REFUSED_APP_CREDIT_PERC_MAX,55,4
REFUSED_APP_CREDIT_PERC_MEAN,77,4
REFUSED_APP_CREDIT_PERC_VAR,91,4
REFUSED_AMT_DOWN_PAYMENT_MIN,29,4
REFUSED_AMT_DOWN_PAYMENT_MAX,29,4
REFUSED_AMT_DOWN_PAYMENT_MEAN,22,4
REFUSED_AMT_GOODS_PRICE_MIN,56,4
REFUSED_AMT_GOODS_PRICE_MAX,28,4
REFUSED_AMT_GOODS_PRICE_MEAN,66,4
REFUSED_HOUR_APPR_PROCESS_START_MIN,47,4
REFUSED_HOUR_APPR_PROCESS_START_MAX,52,4
REFUSED_HOUR_APPR_PROCESS_START_MEAN,105,4
REFUSED_RATE_DOWN_PAYMENT_MIN,30,4
REFUSED_RATE_DOWN_PAYMENT_MAX,30,4
REFUSED_RATE_DOWN_PAYMENT_MEAN,26,4
REFUSED_DAYS_DECISION_MIN,101,4
REFUSED_DAYS_DECISION_MAX,146,4
REFUSED_DAYS_DECISION_MEAN,123,4
REFUSED_CNT_PAYMENT_MEAN,54,4
REFUSED_CNT_PAYMENT_SUM,49,4
POS_MONTHS_BALANCE_MAX,225,4
POS_MONTHS_BALANCE_MEAN,294,4
POS_MONTHS_BALANCE_SIZE,283,4
POS_SK_DPD_MAX,51,4
POS_SK_DPD_MEAN,110,4
POS_SK_DPD_DEF_MAX,66,4
POS_SK_DPD_DEF_MEAN,158,4
POS_NAME_CONTRACT_STATUS_Active_MEAN,239,4
POS_NAME_CONTRACT_STATUS_Amortizeddebt_MEAN,0,4
POS_NAME_CONTRACT_STATUS_Approved_MEAN,18,4
POS_NAME_CONTRACT_STATUS_Canceled_MEAN,0,4
POS_NAME_CONTRACT_STATUS_Completed_MEAN,228,4
POS_NAME_CONTRACT_STATUS_Demand_MEAN,0,4
POS_NAME_CONTRACT_STATUS_Returnedtothestore_MEAN,40,4
POS_NAME_CONTRACT_STATUS_Signed_MEAN,62,4
POS_NAME_CONTRACT_STATUS_XNA_MEAN,0,4
POS_NAME_CONTRACT_STATUS_nan_MEAN,0,4
POS_COUNT,11,4
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,73,4
INSTAL_DPD_MAX,92,4
INSTAL_DPD_MEAN,378,4
INSTAL_DPD_SUM,130,4
INSTAL_DBD_MAX,274,4
INSTAL_DBD_MEAN,232,4
INSTAL_DBD_SUM,371,4
INSTAL_PAYMENT_PERC_MAX,14,4
INSTAL_PAYMENT_PERC_MEAN,194,4
INSTAL_PAYMENT_PERC_SUM,142,4
INSTAL_PAYMENT_PERC_VAR,158,4
INSTAL_PAYMENT_DIFF_MAX,233,4
INSTAL_PAYMENT_DIFF_MEAN,195,4
INSTAL_PAYMENT_DIFF_SUM,174,4
INSTAL_PAYMENT_DIFF_VAR,119,4
INSTAL_AMT_INSTALMENT_MAX,194,4
INSTAL_AMT_INSTALMENT_MEAN,114,4
INSTAL_AMT_INSTALMENT_SUM,160,4
INSTAL_AMT_PAYMENT_MIN,316,4
INSTAL_AMT_PAYMENT_MAX,191,4
INSTAL_AMT_PAYMENT_MEAN,214,4
INSTAL_AMT_PAYMENT_SUM,344,4
INSTAL_DAYS_ENTRY_PAYMENT_MAX,464,4
INSTAL_DAYS_ENTRY_PAYMENT_MEAN,205,4
INSTAL_DAYS_ENTRY_PAYMENT_SUM,256,4
INSTAL_COUNT,100,4
CC_MONTHS_BALANCE_MIN,2,4
CC_MONTHS_BALANCE_MAX,1,4
CC_MONTHS_BALANCE_MEAN,16,4
CC_MONTHS_BALANCE_SUM,16,4
CC_MONTHS_BALANCE_VAR,31,4
CC_AMT_BALANCE_MIN,36,4
CC_AMT_BALANCE_MAX,27,4
CC_AMT_BALANCE_MEAN,53,4
CC_AMT_BALANCE_SUM,21,4
CC_AMT_BALANCE_VAR,35,4
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,22,4
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,13,4
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,99,4
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,74,4
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,66,4
CC_AMT_DRAWINGS_ATM_CURRENT_MIN,0,4
CC_AMT_DRAWINGS_ATM_CURRENT_MAX,62,4
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,60,4
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,46,4
CC_AMT_DRAWINGS_ATM_CURRENT_VAR,47,4
CC_AMT_DRAWINGS_CURRENT_MIN,15,4
CC_AMT_DRAWINGS_CURRENT_MAX,20,4
CC_AMT_DRAWINGS_CURRENT_MEAN,37,4
CC_AMT_DRAWINGS_CURRENT_SUM,32,4
CC_AMT_DRAWINGS_CURRENT_VAR,40,4
CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0,4
CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,14,4
CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,4,4
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,8,4
CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,16,4
CC_AMT_DRAWINGS_POS_CURRENT_MIN,12,4
CC_AMT_DRAWINGS_POS_CURRENT_MAX,37,4
CC_AMT_DRAWINGS_POS_CURRENT_MEAN,22,4
CC_AMT_DRAWINGS_POS_CURRENT_SUM,53,4
CC_AMT_DRAWINGS_POS_CURRENT_VAR,44,4
CC_AMT_INST_MIN_REGULARITY_MIN,2,4
CC_AMT_INST_MIN_REGULARITY_MAX,14,4
CC_AMT_INST_MIN_REGULARITY_MEAN,20,4
CC_AMT_INST_MIN_REGULARITY_SUM,34,4
CC_AMT_INST_MIN_REGULARITY_VAR,42,4
CC_AMT_PAYMENT_CURRENT_MIN,51,4
CC_AMT_PAYMENT_CURRENT_MAX,44,4
CC_AMT_PAYMENT_CURRENT_MEAN,114,4
CC_AMT_PAYMENT_CURRENT_SUM,68,4
CC_AMT_PAYMENT_CURRENT_VAR,60,4
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,2,4
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,16,4
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,103,4
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,39,4
CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,50,4
CC_AMT_RECEIVABLE_PRINCIPAL_MIN,18,4
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,14,4
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,50,4
CC_AMT_RECEIVABLE_PRINCIPAL_SUM,37,4
CC_AMT_RECEIVABLE_PRINCIPAL_VAR,27,4
CC_AMT_RECIVABLE_MIN,54,4
CC_AMT_RECIVABLE_MAX,23,4
CC_AMT_RECIVABLE_MEAN,25,4
CC_AMT_RECIVABLE_SUM,23,4
CC_AMT_RECIVABLE_VAR,14,4
CC_AMT_TOTAL_RECEIVABLE_MIN,1,4
CC_AMT_TOTAL_RECEIVABLE_MAX,9,4
CC_AMT_TOTAL_RECEIVABLE_MEAN,7,4
CC_AMT_TOTAL_RECEIVABLE_SUM,7,4
CC_AMT_TOTAL_RECEIVABLE_VAR,9,4
CC_CNT_DRAWINGS_ATM_CURRENT_MIN,0,4
CC_CNT_DRAWINGS_ATM_CURRENT_MAX,10,4
CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,195,4
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,42,4
CC_CNT_DRAWINGS_ATM_CURRENT_VAR,112,4
CC_CNT_DRAWINGS_CURRENT_MIN,0,4
CC_CNT_DRAWINGS_CURRENT_MAX,52,4
CC_CNT_DRAWINGS_CURRENT_MEAN,98,4
CC_CNT_DRAWINGS_CURRENT_SUM,37,4
CC_CNT_DRAWINGS_CURRENT_VAR,135,4
CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0,4
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,0,4
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,1,4
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,0,4
CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,5,4
CC_CNT_DRAWINGS_POS_CURRENT_MIN,22,4
CC_CNT_DRAWINGS_POS_CURRENT_MAX,35,4
CC_CNT_DRAWINGS_POS_CURRENT_MEAN,36,4
CC_CNT_DRAWINGS_POS_CURRENT_SUM,20,4
CC_CNT_DRAWINGS_POS_CURRENT_VAR,22,4
CC_CNT_INSTALMENT_MATURE_CUM_MIN,13,4
CC_CNT_INSTALMENT_MATURE_CUM_MAX,9,4
CC_CNT_INSTALMENT_MATURE_CUM_MEAN,27,4
CC_CNT_INSTALMENT_MATURE_CUM_SUM,16,4
CC_CNT_INSTALMENT_MATURE_CUM_VAR,39,4
CC_SK_DPD_MIN,0,4
CC_SK_DPD_MAX,0,4
CC_SK_DPD_MEAN,1,4
CC_SK_DPD_SUM,21,4
CC_SK_DPD_VAR,10,4
CC_SK_DPD_DEF_MIN,0,4
CC_SK_DPD_DEF_MAX,0,4
CC_SK_DPD_DEF_MEAN,35,4
CC_SK_DPD_DEF_SUM,1,4
CC_SK_DPD_DEF_VAR,13,4
CC_NAME_CONTRACT_STATUS_Active_MIN,1,4
CC_NAME_CONTRACT_STATUS_Active_MAX,0,4
CC_NAME_CONTRACT_STATUS_Active_MEAN,5,4
CC_NAME_CONTRACT_STATUS_Active_SUM,27,4
CC_NAME_CONTRACT_STATUS_Active_VAR,20,4
CC_NAME_CONTRACT_STATUS_Approved_MIN,0,4
CC_NAME_CONTRACT_STATUS_Approved_MAX,0,4
CC_NAME_CONTRACT_STATUS_Approved_MEAN,0,4
CC_NAME_CONTRACT_STATUS_Approved_SUM,0,4
CC_NAME_CONTRACT_STATUS_Approved_VAR,0,4
CC_NAME_CONTRACT_STATUS_Completed_MIN,0,4
CC_NAME_CONTRACT_STATUS_Completed_MAX,1,4
CC_NAME_CONTRACT_STATUS_Completed_MEAN,1,4
CC_NAME_CONTRACT_STATUS_Completed_SUM,3,4
CC_NAME_CONTRACT_STATUS_Completed_VAR,0,4
CC_NAME_CONTRACT_STATUS_Demand_MIN,0,4
CC_NAME_CONTRACT_STATUS_Demand_MAX,0,4
CC_NAME_CONTRACT_STATUS_Demand_MEAN,0,4
CC_NAME_CONTRACT_STATUS_Demand_SUM,0,4
CC_NAME_CONTRACT_STATUS_Demand_VAR,0,4
CC_NAME_CONTRACT_STATUS_Refused_MIN,0,4
CC_NAME_CONTRACT_STATUS_Refused_MAX,0,4
CC_NAME_CONTRACT_STATUS_Refused_MEAN,0,4
CC_NAME_CONTRACT_STATUS_Refused_SUM,0,4
CC_NAME_CONTRACT_STATUS_Refused_VAR,0,4
CC_NAME_CONTRACT_STATUS_Sentproposal_MIN,0,4
CC_NAME_CONTRACT_STATUS_Sentproposal_MAX,0,4
CC_NAME_CONTRACT_STATUS_Sentproposal_MEAN,0,4
CC_NAME_CONTRACT_STATUS_Sentproposal_SUM,0,4
CC_NAME_CONTRACT_STATUS_Sentproposal_VAR,0,4
CC_NAME_CONTRACT_STATUS_Signed_MIN,0,4
