feature,importance,fold
LIVINGAPARTMENTS_MODE,36,6
LIVINGAREA_MODE,46,6
NONLIVINGAPARTMENTS_MODE,12,6
NONLIVINGAREA_MODE,54,6
APARTMENTS_MEDI,54,6
BASEMENTAREA_MEDI,30,6
YEARS_BEGINEXPLUATATION_MEDI,44,6
YEARS_BUILD_MEDI,27,6
COMMONAREA_MEDI,33,6
ELEVATORS_MEDI,4,6
ENTRANCES_MEDI,36,6
FLOORSMAX_MEDI,4,6
FLOORSMIN_MEDI,12,6
LANDAREA_MEDI,61,6
LIVINGAPARTMENTS_MEDI,18,6
LIVINGAREA_MEDI,50,6
NONLIVINGAPARTMENTS_MEDI,5,6
NONLIVINGAREA_MEDI,51,6
TOTALAREA_MODE,119,6
OBS_30_CNT_SOCIAL_CIRCLE,37,6
DEF_30_CNT_SOCIAL_CIRCLE,86,6
OBS_60_CNT_SOCIAL_CIRCLE,70,6
DEF_60_CNT_SOCIAL_CIRCLE,80,6
DAYS_LAST_PHONE_CHANGE,338,6
FLAG_DOCUMENT_2,0,6
FLAG_DOCUMENT_3,69,6
FLAG_DOCUMENT_4,0,6
FLAG_DOCUMENT_5,0,6
FLAG_DOCUMENT_6,4,6
FLAG_DOCUMENT_7,0,6
FLAG_DOCUMENT_8,2,6
FLAG_DOCUMENT_9,0,6
FLAG_DOCUMENT_10,0,6
FLAG_DOCUMENT_11,9,6
FLAG_DOCUMENT_12,0,6
FLAG_DOCUMENT_13,2,6
FLAG_DOCUMENT_14,0,6
FLAG_DOCUMENT_15,0,6
FLAG_DOCUMENT_16,32,6
FLAG_DOCUMENT_17,0,6
FLAG_DOCUMENT_18,37,6
FLAG_DOCUMENT_19,0,6
FLAG_DOCUMENT_20,0,6
FLAG_DOCUMENT_21,0,6
AMT_REQ_CREDIT_BUREAU_HOUR,0,6
AMT_REQ_CREDIT_BUREAU_DAY,21,6
AMT_REQ_CREDIT_BUREAU_WEEK,20,6
AMT_REQ_CREDIT_BUREAU_MON,25,6
AMT_REQ_CREDIT_BUREAU_QRT,49,6
AMT_REQ_CREDIT_BUREAU_YEAR,64,6
NAME_CONTRACT_TYPE_Cashloans,86,6
NAME_CONTRACT_TYPE_Revolvingloans,4,6
NAME_TYPE_SUITE_Children,0,6
NAME_TYPE_SUITE_Family,1,6
NAME_TYPE_SUITE_Groupofpeople,0,6
NAME_TYPE_SUITE_Other_A,0,6
NAME_TYPE_SUITE_Other_B,10,6
NAME_TYPE_SUITE_Spousepartner,12,6
NAME_TYPE_SUITE_Unaccompanied,3,6
NAME_INCOME_TYPE_Businessman,0,6
NAME_INCOME_TYPE_Commercialassociate,10,6
NAME_INCOME_TYPE_Maternityleave,0,6
NAME_INCOME_TYPE_Pensioner,0,6
NAME_INCOME_TYPE_Stateservant,31,6
NAME_INCOME_TYPE_Student,0,6
NAME_INCOME_TYPE_Unemployed,0,6
NAME_INCOME_TYPE_Working,25,6
NAME_EDUCATION_TYPE_Academicdegree,0,6
NAME_EDUCATION_TYPE_Highereducation,75,6
NAME_EDUCATION_TYPE_Incompletehigher,15,6
NAME_EDUCATION_TYPE_Lowersecondary,14,6
NAME_EDUCATION_TYPE_Secondarysecondaryspecial,50,6
NAME_FAMILY_STATUS_Civilmarriage,2,6
NAME_FAMILY_STATUS_Married,125,6
NAME_FAMILY_STATUS_Separated,8,6
NAME_FAMILY_STATUS_Singlenotmarried,31,6
NAME_FAMILY_STATUS_Unknown,0,6
NAME_FAMILY_STATUS_Widow,7,6
NAME_HOUSING_TYPE_Coopapartment,0,6
NAME_HOUSING_TYPE_Houseapartment,24,6
NAME_HOUSING_TYPE_Municipalapartment,14,6
NAME_HOUSING_TYPE_Officeapartment,26,6
NAME_HOUSING_TYPE_Rentedapartment,1,6
NAME_HOUSING_TYPE_Withparents,0,6
OCCUPATION_TYPE_Accountants,27,6
OCCUPATION_TYPE_Cleaningstaff,0,6
OCCUPATION_TYPE_Cookingstaff,0,6
OCCUPATION_TYPE_Corestaff,41,6
OCCUPATION_TYPE_Drivers,20,6
OCCUPATION_TYPE_HRstaff,0,6
OCCUPATION_TYPE_Highskilltechstaff,41,6
OCCUPATION_TYPE_ITstaff,0,6
OCCUPATION_TYPE_Laborers,28,6
OCCUPATION_TYPE_LowskillLaborers,5,6
OCCUPATION_TYPE_Managers,2,6
OCCUPATION_TYPE_Medicinestaff,28,6
OCCUPATION_TYPE_Privateservicestaff,0,6
OCCUPATION_TYPE_Realtyagents,0,6
OCCUPATION_TYPE_Salesstaff,12,6
OCCUPATION_TYPE_Secretaries,0,6
OCCUPATION_TYPE_Securitystaff,1,6
OCCUPATION_TYPE_Waitersbarmenstaff,0,6
WEEKDAY_APPR_PROCESS_START_FRIDAY,18,6
WEEKDAY_APPR_PROCESS_START_MONDAY,31,6
WEEKDAY_APPR_PROCESS_START_SATURDAY,23,6
WEEKDAY_APPR_PROCESS_START_SUNDAY,5,6
WEEKDAY_APPR_PROCESS_START_THURSDAY,2,6
WEEKDAY_APPR_PROCESS_START_TUESDAY,11,6
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,15,6
ORGANIZATION_TYPE_Advertising,0,6
ORGANIZATION_TYPE_Agriculture,0,6
ORGANIZATION_TYPE_Bank,30,6
ORGANIZATION_TYPE_BusinessEntityType1,1,6
ORGANIZATION_TYPE_BusinessEntityType2,0,6
ORGANIZATION_TYPE_BusinessEntityType3,33,6
ORGANIZATION_TYPE_Cleaning,0,6
ORGANIZATION_TYPE_Construction,48,6
ORGANIZATION_TYPE_Culture,0,6
ORGANIZATION_TYPE_Electricity,0,6
ORGANIZATION_TYPE_Emergency,0,6
ORGANIZATION_TYPE_Government,6,6
ORGANIZATION_TYPE_Hotel,3,6
ORGANIZATION_TYPE_Housing,0,6
ORGANIZATION_TYPE_Industrytype1,0,6
ORGANIZATION_TYPE_Industrytype10,0,6
ORGANIZATION_TYPE_Industrytype11,0,6
ORGANIZATION_TYPE_Industrytype12,0,6
ORGANIZATION_TYPE_Industrytype13,0,6
ORGANIZATION_TYPE_Industrytype2,0,6
ORGANIZATION_TYPE_Industrytype3,2,6
ORGANIZATION_TYPE_Industrytype4,0,6
ORGANIZATION_TYPE_Industrytype5,0,6
ORGANIZATION_TYPE_Industrytype6,0,6
ORGANIZATION_TYPE_Industrytype7,0,6
ORGANIZATION_TYPE_Industrytype8,0,6
ORGANIZATION_TYPE_Industrytype9,41,6
ORGANIZATION_TYPE_Insurance,0,6
ORGANIZATION_TYPE_Kindergarten,11,6
ORGANIZATION_TYPE_LegalServices,0,6
ORGANIZATION_TYPE_Medicine,7,6
ORGANIZATION_TYPE_Military,51,6
ORGANIZATION_TYPE_Mobile,0,6
ORGANIZATION_TYPE_Other,0,6
ORGANIZATION_TYPE_Police,28,6
ORGANIZATION_TYPE_Postal,0,6
ORGANIZATION_TYPE_Realtor,0,6
ORGANIZATION_TYPE_Religion,0,6
ORGANIZATION_TYPE_Restaurant,1,6
ORGANIZATION_TYPE_School,47,6
ORGANIZATION_TYPE_Security,0,6
ORGANIZATION_TYPE_SecurityMinistries,17,6
ORGANIZATION_TYPE_Selfemployed,59,6
ORGANIZATION_TYPE_Services,0,6
ORGANIZATION_TYPE_Telecom,0,6
ORGANIZATION_TYPE_Tradetype1,0,6
ORGANIZATION_TYPE_Tradetype2,0,6
ORGANIZATION_TYPE_Tradetype3,0,6
ORGANIZATION_TYPE_Tradetype4,0,6
ORGANIZATION_TYPE_Tradetype5,0,6
ORGANIZATION_TYPE_Tradetype6,0,6
ORGANIZATION_TYPE_Tradetype7,4,6
ORGANIZATION_TYPE_Transporttype1,0,6
ORGANIZATION_TYPE_Transporttype2,0,6
ORGANIZATION_TYPE_Transporttype3,40,6
ORGANIZATION_TYPE_Transporttype4,0,6
ORGANIZATION_TYPE_University,0,6
ORGANIZATION_TYPE_XNA,0,6
FONDKAPREMONT_MODE_notspecified,3,6
FONDKAPREMONT_MODE_orgspecaccount,4,6
FONDKAPREMONT_MODE_regoperaccount,2,6
FONDKAPREMONT_MODE_regoperspecaccount,15,6
HOUSETYPE_MODE_blockofflats,0,6
HOUSETYPE_MODE_specifichousing,4,6
HOUSETYPE_MODE_terracedhouse,0,6
WALLSMATERIAL_MODE_Block,0,6
WALLSMATERIAL_MODE_Mixed,0,6
WALLSMATERIAL_MODE_Monolithic,0,6
WALLSMATERIAL_MODE_Others,10,6
WALLSMATERIAL_MODE_Panel,14,6
WALLSMATERIAL_MODE_Stonebrick,25,6
WALLSMATERIAL_MODE_Wooden,0,6
EMERGENCYSTATE_MODE_No,0,6
EMERGENCYSTATE_MODE_Yes,0,6
DAYS_EMPLOYED_PERC,356,6
INCOME_CREDIT_PERC,300,6
INCOME_PER_PERSON,175,6
ANNUITY_INCOME_PERC,331,6
PAYMENT_RATE,1073,6
BURO_DAYS_CREDIT_MIN,137,6
BURO_DAYS_CREDIT_MAX,222,6
BURO_DAYS_CREDIT_MEAN,199,6
BURO_DAYS_CREDIT_VAR,169,6
BURO_DAYS_CREDIT_ENDDATE_MIN,142,6
BURO_DAYS_CREDIT_ENDDATE_MAX,245,6
BURO_DAYS_CREDIT_ENDDATE_MEAN,190,6
BURO_DAYS_CREDIT_UPDATE_MEAN,107,6
BURO_CREDIT_DAY_OVERDUE_MAX,0,6
BURO_CREDIT_DAY_OVERDUE_MEAN,1,6
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,302,6
BURO_AMT_CREDIT_SUM_MAX,161,6
BURO_AMT_CREDIT_SUM_MEAN,194,6
BURO_AMT_CREDIT_SUM_SUM,216,6
BURO_AMT_CREDIT_SUM_DEBT_MAX,104,6
BURO_AMT_CREDIT_SUM_DEBT_MEAN,226,6
BURO_AMT_CREDIT_SUM_DEBT_SUM,143,6
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,27,6
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,109,6
BURO_AMT_CREDIT_SUM_LIMIT_SUM,46,6
BURO_AMT_ANNUITY_MAX,37,6
BURO_AMT_ANNUITY_MEAN,71,6
BURO_CNT_CREDIT_PROLONG_SUM,0,6
BURO_MONTHS_BALANCE_MIN_MIN,24,6
BURO_MONTHS_BALANCE_MAX_MAX,10,6
BURO_MONTHS_BALANCE_SIZE_MEAN,64,6
BURO_MONTHS_BALANCE_SIZE_SUM,82,6
BURO_CREDIT_ACTIVE_Active_MEAN,59,6
BURO_CREDIT_ACTIVE_Baddebt_MEAN,0,6
BURO_CREDIT_ACTIVE_Closed_MEAN,89,6
BURO_CREDIT_ACTIVE_Sold_MEAN,23,6
BURO_CREDIT_ACTIVE_nan_MEAN,0,6
BURO_CREDIT_CURRENCY_currency1_MEAN,0,6
BURO_CREDIT_CURRENCY_currency2_MEAN,0,6
BURO_CREDIT_CURRENCY_currency3_MEAN,0,6
BURO_CREDIT_CURRENCY_currency4_MEAN,0,6
BURO_CREDIT_CURRENCY_nan_MEAN,0,6
BURO_CREDIT_TYPE_Anothertypeofloan_MEAN,7,6
BURO_CREDIT_TYPE_Carloan_MEAN,70,6
BURO_CREDIT_TYPE_Cashloannonearmarked_MEAN,0,6
BURO_CREDIT_TYPE_Consumercredit_MEAN,84,6
BURO_CREDIT_TYPE_Creditcard_MEAN,106,6
BURO_CREDIT_TYPE_Interbankcredit_MEAN,0,6
BURO_CREDIT_TYPE_Loanforbusinessdevelopment_MEAN,0,6
BURO_CREDIT_TYPE_Loanforpurchaseofsharesmarginlending_MEAN,0,6
BURO_CREDIT_TYPE_Loanforthepurchaseofequipment_MEAN,0,6
BURO_CREDIT_TYPE_Loanforworkingcapitalreplenishment_MEAN,0,6
BURO_CREDIT_TYPE_Microloan_MEAN,89,6
BURO_CREDIT_TYPE_Mobileoperatorloan_MEAN,0,6
BURO_CREDIT_TYPE_Mortgage_MEAN,82,6
BURO_CREDIT_TYPE_Realestateloan_MEAN,0,6
BURO_CREDIT_TYPE_Unknowntypeofloan_MEAN,0,6
BURO_CREDIT_TYPE_nan_MEAN,0,6
BURO_STATUS_0_MEAN_MEAN,143,6
BURO_STATUS_1_MEAN_MEAN,67,6
BURO_STATUS_2_MEAN_MEAN,8,6
BURO_STATUS_3_MEAN_MEAN,6,6
BURO_STATUS_4_MEAN_MEAN,5,6
BURO_STATUS_5_MEAN_MEAN,1,6
BURO_STATUS_C_MEAN_MEAN,73,6
BURO_STATUS_X_MEAN_MEAN,51,6
BURO_STATUS_nan_MEAN_MEAN,0,6
ACTIVE_DAYS_CREDIT_MIN,128,6
ACTIVE_DAYS_CREDIT_MAX,399,6
ACTIVE_DAYS_CREDIT_MEAN,257,6
ACTIVE_DAYS_CREDIT_VAR,145,6
ACTIVE_DAYS_CREDIT_ENDDATE_MIN,374,6
ACTIVE_DAYS_CREDIT_ENDDATE_MAX,237,6
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,214,6
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,259,6
ACTIVE_CREDIT_DAY_OVERDUE_MAX,0,6
ACTIVE_CREDIT_DAY_OVERDUE_MEAN,1,6
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,176,6
ACTIVE_AMT_CREDIT_SUM_MAX,184,6
ACTIVE_AMT_CREDIT_SUM_MEAN,195,6
ACTIVE_AMT_CREDIT_SUM_SUM,277,6
ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,133,6
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,211,6
ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,179,6
ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,53,6
ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,141,6
ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,67,6
ACTIVE_AMT_ANNUITY_MAX,85,6
ACTIVE_AMT_ANNUITY_MEAN,38,6
ACTIVE_CNT_CREDIT_PROLONG_SUM,1,6
ACTIVE_MONTHS_BALANCE_MIN_MIN,56,6
ACTIVE_MONTHS_BALANCE_MAX_MAX,20,6
ACTIVE_MONTHS_BALANCE_SIZE_MEAN,83,6
ACTIVE_MONTHS_BALANCE_SIZE_SUM,63,6
CLOSED_DAYS_CREDIT_MIN,121,6
CLOSED_DAYS_CREDIT_MAX,297,6
CLOSED_DAYS_CREDIT_MEAN,137,6
CLOSED_DAYS_CREDIT_VAR,195,6
CLOSED_DAYS_CREDIT_ENDDATE_MIN,106,6
CLOSED_DAYS_CREDIT_ENDDATE_MAX,285,6
CLOSED_DAYS_CREDIT_ENDDATE_MEAN,120,6
CLOSED_DAYS_CREDIT_UPDATE_MEAN,179,6
CLOSED_CREDIT_DAY_OVERDUE_MAX,0,6
CLOSED_CREDIT_DAY_OVERDUE_MEAN,0,6
CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,164,6
CLOSED_AMT_CREDIT_SUM_MAX,160,6
CLOSED_AMT_CREDIT_SUM_MEAN,213,6
CLOSED_AMT_CREDIT_SUM_SUM,183,6
CLOSED_AMT_CREDIT_SUM_DEBT_MAX,30,6
CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,25,6
CLOSED_AMT_CREDIT_SUM_DEBT_SUM,12,6
CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,0,6
CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,9,6
CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,3,6
CLOSED_AMT_ANNUITY_MAX,41,6
CLOSED_AMT_ANNUITY_MEAN,36,6
CLOSED_CNT_CREDIT_PROLONG_SUM,0,6
CLOSED_MONTHS_BALANCE_MIN_MIN,34,6
CLOSED_MONTHS_BALANCE_MAX_MAX,13,6
CLOSED_MONTHS_BALANCE_SIZE_MEAN,73,6
CLOSED_MONTHS_BALANCE_SIZE_SUM,56,6
PREV_AMT_ANNUITY_MIN,145,6
PREV_AMT_ANNUITY_MAX,132,6
PREV_AMT_ANNUITY_MEAN,193,6
PREV_AMT_APPLICATION_MIN,54,6
PREV_AMT_APPLICATION_MAX,58,6
PREV_AMT_APPLICATION_MEAN,126,6
PREV_AMT_CREDIT_MIN,90,6
PREV_AMT_CREDIT_MAX,91,6
PREV_AMT_CREDIT_MEAN,101,6
PREV_APP_CREDIT_PERC_MIN,165,6
PREV_APP_CREDIT_PERC_MAX,143,6
PREV_APP_CREDIT_PERC_MEAN,184,6
PREV_APP_CREDIT_PERC_VAR,191,6
PREV_AMT_DOWN_PAYMENT_MIN,39,6
PREV_AMT_DOWN_PAYMENT_MAX,138,6
PREV_AMT_DOWN_PAYMENT_MEAN,121,6
PREV_AMT_GOODS_PRICE_MIN,86,6
PREV_AMT_GOODS_PRICE_MAX,38,6
PREV_AMT_GOODS_PRICE_MEAN,93,6
PREV_HOUR_APPR_PROCESS_START_MIN,38,6
PREV_HOUR_APPR_PROCESS_START_MAX,100,6
PREV_HOUR_APPR_PROCESS_START_MEAN,179,6
PREV_RATE_DOWN_PAYMENT_MIN,77,6
PREV_RATE_DOWN_PAYMENT_MAX,102,6
PREV_RATE_DOWN_PAYMENT_MEAN,100,6
PREV_DAYS_DECISION_MIN,95,6
PREV_DAYS_DECISION_MAX,192,6
PREV_DAYS_DECISION_MEAN,175,6
PREV_CNT_PAYMENT_MEAN,353,6
PREV_CNT_PAYMENT_SUM,118,6
PREV_NAME_CONTRACT_TYPE_Cashloans_MEAN,40,6
PREV_NAME_CONTRACT_TYPE_Consumerloans_MEAN,24,6
PREV_NAME_CONTRACT_TYPE_Revolvingloans_MEAN,26,6
PREV_NAME_CONTRACT_TYPE_XNA_MEAN,0,6
PREV_NAME_CONTRACT_TYPE_nan_MEAN,0,6
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,91,6
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,134,6
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,87,6
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,46,6
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,126,6
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,46,6
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,107,6
PREV_WEEKDAY_APPR_PROCESS_START_nan_MEAN,0,6
PREV_FLAG_LAST_APPL_PER_CONTRACT_N_MEAN,4,6
PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,0,6
PREV_FLAG_LAST_APPL_PER_CONTRACT_nan_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Buildingahouseoranannex_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Businessdevelopment_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Buyingagarage_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Buyingaholidayhomeland_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Buyingahome_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Buyinganewcar_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Buyingausedcar_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Carrepairs_MEAN,10,6
PREV_NAME_CASH_LOAN_PURPOSE_Education_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Everydayexpenses_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Furniture_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Gasificationwatersupply_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Hobby_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Journey_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Medicine_MEAN,24,6
PREV_NAME_CASH_LOAN_PURPOSE_Moneyforathirdperson_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,6,6
PREV_NAME_CASH_LOAN_PURPOSE_Paymentsonotherloans_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Purchaseofelectronicequipment_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Refusaltonamethegoal_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,15,6
PREV_NAME_CASH_LOAN_PURPOSE_Urgentneeds_MEAN,17,6
PREV_NAME_CASH_LOAN_PURPOSE_Weddinggiftholiday_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,2,6
PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,50,6
PREV_NAME_CASH_LOAN_PURPOSE_nan_MEAN,0,6
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,97,6
PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,62,6
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,119,6
PREV_NAME_CONTRACT_STATUS_Unusedoffer_MEAN,8,6
PREV_NAME_CONTRACT_STATUS_nan_MEAN,0,6
PREV_NAME_PAYMENT_TYPE_Cashthroughthebank_MEAN,79,6
PREV_NAME_PAYMENT_TYPE_Cashlessfromtheaccountoftheemployer_MEAN,0,6
PREV_NAME_PAYMENT_TYPE_Noncashfromyouraccount_MEAN,5,6
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,98,6
PREV_NAME_PAYMENT_TYPE_nan_MEAN,0,6
PREV_CODE_REJECT_REASON_CLIENT_MEAN,0,6
PREV_CODE_REJECT_REASON_HC_MEAN,47,6
PREV_CODE_REJECT_REASON_LIMIT_MEAN,35,6
PREV_CODE_REJECT_REASON_SCO_MEAN,64,6
PREV_CODE_REJECT_REASON_SCOFR_MEAN,18,6
PREV_CODE_REJECT_REASON_SYSTEM_MEAN,0,6
PREV_CODE_REJECT_REASON_VERIF_MEAN,3,6
PREV_CODE_REJECT_REASON_XAP_MEAN,75,6
PREV_CODE_REJECT_REASON_XNA_MEAN,1,6
PREV_CODE_REJECT_REASON_nan_MEAN,0,6
PREV_NAME_TYPE_SUITE_Children_MEAN,19,6
PREV_NAME_TYPE_SUITE_Family_MEAN,74,6
PREV_NAME_TYPE_SUITE_Groupofpeople_MEAN,0,6
PREV_NAME_TYPE_SUITE_Other_A_MEAN,4,6
PREV_NAME_TYPE_SUITE_Other_B_MEAN,9,6
PREV_NAME_TYPE_SUITE_Spousepartner_MEAN,33,6
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,170,6
PREV_NAME_TYPE_SUITE_nan_MEAN,150,6
PREV_NAME_CLIENT_TYPE_New_MEAN,115,6
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,116,6
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,66,6
PREV_NAME_CLIENT_TYPE_XNA_MEAN,0,6
PREV_NAME_CLIENT_TYPE_nan_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_AdditionalService_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Animals_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_AudioVideo_MEAN,44,6
PREV_NAME_GOODS_CATEGORY_AutoAccessories_MEAN,3,6
PREV_NAME_GOODS_CATEGORY_ClothingandAccessories_MEAN,11,6
PREV_NAME_GOODS_CATEGORY_Computers_MEAN,44,6
PREV_NAME_GOODS_CATEGORY_ConstructionMaterials_MEAN,7,6
PREV_NAME_GOODS_CATEGORY_ConsumerElectronics_MEAN,47,6
PREV_NAME_GOODS_CATEGORY_DirectSales_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Education_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Fitness_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,33,6
PREV_NAME_GOODS_CATEGORY_Gardening_MEAN,4,6
PREV_NAME_GOODS_CATEGORY_Homewares_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_HouseConstruction_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Insurance_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN,1,6
PREV_NAME_GOODS_CATEGORY_MedicalSupplies_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Medicine_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,49,6
PREV_NAME_GOODS_CATEGORY_OfficeAppliances_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Other_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_PhotoCinemaEquipment_MEAN,17,6
PREV_NAME_GOODS_CATEGORY_SportandLeisure_MEAN,37,6
PREV_NAME_GOODS_CATEGORY_Tourism_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Vehicles_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_Weapon_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_XNA_MEAN,29,6
PREV_NAME_GOODS_CATEGORY_nan_MEAN,0,6
PREV_NAME_PORTFOLIO_Cards_MEAN,31,6
PREV_NAME_PORTFOLIO_Cars_MEAN,0,6
PREV_NAME_PORTFOLIO_Cash_MEAN,58,6
PREV_NAME_PORTFOLIO_POS_MEAN,40,6
PREV_NAME_PORTFOLIO_XNA_MEAN,51,6
PREV_NAME_PORTFOLIO_nan_MEAN,0,6
PREV_NAME_PRODUCT_TYPE_XNA_MEAN,50,6
PREV_NAME_PRODUCT_TYPE_walkin_MEAN,90,6
PREV_NAME_PRODUCT_TYPE_xsell_MEAN,55,6
PREV_NAME_PRODUCT_TYPE_nan_MEAN,0,6
PREV_CHANNEL_TYPE_APCashloan_MEAN,57,6
PREV_CHANNEL_TYPE_Cardealer_MEAN,0,6
PREV_CHANNEL_TYPE_Channelofcorporatesales_MEAN,48,6
PREV_CHANNEL_TYPE_Contactcenter_MEAN,48,6
PREV_CHANNEL_TYPE_Countrywide_MEAN,84,6
PREV_CHANNEL_TYPE_Creditandcashoffices_MEAN,130,6
PREV_CHANNEL_TYPE_RegionalLocal_MEAN,16,6
PREV_CHANNEL_TYPE_Stone_MEAN,87,6
PREV_CHANNEL_TYPE_nan_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_Autotechnology_MEAN,11,6
PREV_NAME_SELLER_INDUSTRY_Clothing_MEAN,7,6
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,79,6
PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,16,6
PREV_NAME_SELLER_INDUSTRY_Consumerelectronics_MEAN,82,6
PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,6,6
PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,11,6
PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_MLMpartners_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,60,6
PREV_NAME_SELLER_INDUSTRY_nan_MEAN,0,6
PREV_NAME_YIELD_GROUP_XNA_MEAN,87,6
PREV_NAME_YIELD_GROUP_high_MEAN,182,6
PREV_NAME_YIELD_GROUP_low_action_MEAN,88,6
PREV_NAME_YIELD_GROUP_low_normal_MEAN,99,6
PREV_NAME_YIELD_GROUP_middle_MEAN,96,6
PREV_NAME_YIELD_GROUP_nan_MEAN,0,6
PREV_PRODUCT_COMBINATION_CardStreet_MEAN,19,6
PREV_PRODUCT_COMBINATION_CardXSell_MEAN,34,6
PREV_PRODUCT_COMBINATION_Cash_MEAN,54,6
PREV_PRODUCT_COMBINATION_CashStreethigh_MEAN,37,6
PREV_PRODUCT_COMBINATION_CashStreetlow_MEAN,79,6
PREV_PRODUCT_COMBINATION_CashStreetmiddle_MEAN,34,6
PREV_PRODUCT_COMBINATION_CashXSellhigh_MEAN,82,6
PREV_PRODUCT_COMBINATION_CashXSelllow_MEAN,105,6
PREV_PRODUCT_COMBINATION_CashXSellmiddle_MEAN,77,6
